rundate,last_period,reporting_airport_group_name,reporting_airport_name,total_pax_this_period,total_pax_last_period,total_pax_percent,terminal_pax_this_period,terminal_pax_last_period,terminal_pax_percent,transit_pax_this_period,transit_pax_last_period,transit_pax_percent,date
4/21/2017 9:28:49 AM,2016002,Other UK Airports,ABERDEEN,208485,210915,-1.152123,208324,210915,-1.228457,161,0,Null,2017-02-01
4/21/2017 9:28:49 AM,2016002,Non UK Reporting Airports,ALDERNEY,2793,3390,-17.610619,2793,3390,-17.610619,0,0,Null,2017-02-01
4/21/2017 9:28:49 AM,2016002,Other UK Airports,BARRA,1090,783,39.208174,1090,783,39.208174,0,0,Null,2017-02-01
4/21/2017 9:28:49 AM,2016002,Other UK Airports,BELFAST CITY (GEORGE BEST),173253,189049,-8.355506,173253,189049,-8.355506,0,0,Null,2017-02-01
4/21/2017 9:28:49 AM,2016002,Other UK Airports,BELFAST INTERNATIONAL,401496,328332,22.283542,401496,328260,22.310364,0,72,Null,2017-02-01
4/21/2017 9:28:49 AM,2016002,Other UK Airports,BENBECULA,2322,2498,-7.045637,2322,2470,-5.991903,0,28,Null,2017-02-01
4/21/2017 9:28:49 AM,2016002,Other UK Airports,BIGGIN HILL,55,0,Null,55,0,Null,0,0,Null,2017-02-01
4/21/2017 9:28:49 AM,2016002,Other UK Airports,BIRMINGHAM,809239,724187,11.744480,807925,724066,11.581679,1314,121,985.950413,2017-02-01
4/21/2017 9:28:49 AM,2016002,Other UK Airports,BLACKPOOL,2386,2525,-5.504950,2386,2525,-5.504950,0,0,Null,2017-02-01
4/21/2017 9:28:49 AM,2016002,Other UK Airports,BOURNEMOUTH,33564,28408,18.149817,33564,27815,20.668704,0,593,Null,2017-02-01
4/21/2017 9:28:49 AM,2016002,Other UK Airports,BRISTOL,490003,437850,11.911157,489591,437478,11.912142,412,372,10.752688,2017-02-01
4/21/2017 9:28:49 AM,2016002,Other UK Airports,CAMBRIDGE,0,328,Null,0,328,Null,0,0,Null,2017-02-01
4/21/2017 9:28:49 AM,2016002,Other UK Airports,CAMPBELTOWN,500,509,-1.768173,494,466,6.008584,6,43,-86.046512,2017-02-01
4/21/2017 9:28:49 AM,2016002,Other UK Airports,CARDIFF WALES,71299,74882,-4.784862,71273,74624,-4.490512,26,258,-89.922481,2017-02-01
4/21/2017 9:28:49 AM,2016002,Other UK Airports,CITY OF DERRY (EGLINTON),20961,24607,-14.816922,20961,24607,-14.816922,0,0,Null,2017-02-01
4/21/2017 9:28:49 AM,2016002,Other UK Airports,DONCASTER SHEFFIELD,73288,55339,32.434630,73288,55277,32.583172,0,62,Null,2017-02-01
4/21/2017 9:28:49 AM,2016002,Other UK Airports,DUNDEE,1414,1637,-13.622480,1414,1637,-13.622480,0,0,Null,2017-02-01
4/21/2017 9:28:49 AM,2016002,Other UK Airports,DURHAM TEES VALLEY,9020,10891,-17.179322,8970,10795,-16.905975,50,96,-47.916667,2017-02-01
4/21/2017 9:28:49 AM,2016002,Other UK Airports,EAST MIDLANDS INTERNATIONAL,233041,204347,14.041801,232863,204347,13.954695,178,0,Null,2017-02-01
4/21/2017 9:28:49 AM,2016002,Other UK Airports,EDINBURGH,810527,769483,5.333971,810527,769334,5.354371,0,149,Null,2017-02-01
4/21/2017 9:28:49 AM,2016002,Other UK Airports,EXETER,50954,45692,11.516239,50954,45692,11.516239,0,0,Null,2017-02-01
4/21/2017 9:28:49 AM,2016002,London Area Airports,GATWICK,2959925,2691848,9.958846,2959505,2691632,9.952066,420,216,94.444444,2017-02-01
4/21/2017 9:28:49 AM,2016002,Other UK Airports,GLASGOW,603641,582628,3.606589,603472,582573,3.587362,169,55,207.272727,2017-02-01
4/21/2017 9:28:49 AM,2016002,Other UK Airports,GLOUCESTERSHIRE,601,745,-19.328859,601,745,-19.328859,0,0,Null,2017-02-01
4/21/2017 9:28:49 AM,2016002,Non UK Reporting Airports,GUERNSEY,51658,60728,-14.935450,49184,57643,-14.674809,2474,3085,-19.805511,2017-02-01
4/21/2017 9:28:49 AM,2016002,London Area Airports,HEATHROW,5268516,5181756,1.674336,5266321,5179340,1.679384,2195,2416,-9.147351,2017-02-01
4/21/2017 9:28:49 AM,2016002,Other UK Airports,HUMBERSIDE,12903,14557,-11.362231,12903,14500,-11.013793,0,57,Null,2017-02-01
4/21/2017 9:28:49 AM,2016002,Other UK Airports,INVERNESS,54963,45754,20.127202,54963,45601,20.530252,0,153,Null,2017-02-01
4/21/2017 9:28:49 AM,2016002,Other UK Airports,ISLAY,1734,1651,5.027256,1715,1609,6.587943,19,42,-54.761905,2017-02-01
4/21/2017 9:28:49 AM,2016002,Non UK Reporting Airports,ISLE OF MAN,59448,60175,-1.208143,59432,60146,-1.187111,16,29,-44.827586,2017-02-01
4/21/2017 9:28:49 AM,2016002,Other UK Airports,ISLES OF SCILLY (ST.MARYS),3142,3699,-15.058124,3142,3699,-15.058124,0,0,Null,2017-02-01
4/21/2017 9:28:49 AM,2016002,Non UK Reporting Airports,JERSEY,91998,99036,-7.106507,90355,97251,-7.090930,1643,1785,-7.955182,2017-02-01
4/21/2017 9:28:49 AM,2016002,Other UK Airports,KIRKWALL,11232,11353,-1.065798,10470,10517,-0.446896,762,836,-8.851675,2017-02-01
4/21/2017 9:28:49 AM,2016002,Other UK Airports,LANDS END (ST JUST),2605,3027,-13.941196,2592,3012,-13.944223,13,15,-13.333333,2017-02-01
4/21/2017 9:28:49 AM,2016002,Other UK Airports,LEEDS BRADFORD,202785,170603,18.863678,202747,170585,18.853944,38,18,111.111111,2017-02-01
4/21/2017 9:28:49 AM,2016002,Other UK Airports,LERWICK (TINGWALL),192,144,33.333333,192,144,33.333333,0,0,Null,2017-02-01
4/21/2017 9:28:49 AM,2016002,Other UK Airports,LIVERPOOL (JOHN LENNON),322299,331651,-2.819832,321213,331430,-3.082702,1086,221,391.402715,2017-02-01
4/21/2017 9:28:49 AM,2016002,London Area Airports,LONDON CITY,339953,343729,-1.098540,339953,343729,-1.098540,0,0,Null,2017-02-01
4/21/2017 9:28:49 AM,2016002,London Area Airports,LUTON,1060656,877568,20.863113,1060468,877566,20.841965,188,2,9300.000000,2017-02-01
4/21/2017 9:28:49 AM,2016002,Other UK Airports,LYDD,29,54,-46.296296,29,54,-46.296296,0,0,Null,2017-02-01
4/21/2017 9:28:49 AM,2016002,Other UK Airports,MANCHESTER,1666942,1494055,11.571662,1661972,1492291,11.370503,4970,1764,181.746032,2017-02-01
4/21/2017 9:28:49 AM,2016002,Other UK Airports,NEWCASTLE,285518,254359,12.250009,285425,254222,12.273918,93,137,-32.116788,2017-02-01
4/21/2017 9:28:49 AM,2016002,Other UK Airports,NEWQUAY,18516,14108,31.244684,18516,14108,31.244684,0,0,Null,2017-02-01
4/21/2017 9:28:49 AM,2016002,Other UK Airports,NORWICH,29932,27303,9.628979,29932,27303,9.628979,0,0,Null,2017-02-01
4/21/2017 9:28:49 AM,2016002,Other UK Airports,OXFORD (KIDLINGTON),0,1,Null,0,1,Null,0,0,Null,2017-02-01
4/21/2017 9:28:49 AM,2016002,Other UK Airports,PRESTWICK,23768,18123,31.148265,23758,17943,32.408181,10,180,-94.444444,2017-02-01
4/21/2017 9:28:49 AM,2016002,Other UK Airports,SCATSTA,12568,13442,-6.502009,12568,13442,-6.502009,0,0,Null,2017-02-01
4/21/2017 9:28:49 AM,2016002,Other UK Airports,SHOREHAM,0,46,Null,0,46,Null,0,0,Null,2017-02-01
4/21/2017 9:28:49 AM,2016002,Other UK Airports,SOUTHAMPTON,140023,121815,14.947256,140023,121741,15.017127,0,74,Null,2017-02-01
4/21/2017 9:28:49 AM,2016002,London Area Airports,SOUTHEND,60656,62416,-2.819790,60656,62416,-2.819790,0,0,Null,2017-02-01
4/21/2017 9:28:49 AM,2016002,London Area Airports,STANSTED,1652242,1689927,-2.229978,1652107,1689925,-2.237851,135,2,6650.000000,2017-02-01
4/21/2017 9:28:49 AM,2016002,Other UK Airports,STORNOWAY,9105,9136,-0.339317,8901,8953,-0.580811,204,183,11.475410,2017-02-01
4/21/2017 9:28:49 AM,2016002,Other UK Airports,SUMBURGH,14271,14365,-0.654368,14271,14302,-0.216753,0,63,Null,2017-02-01
4/21/2017 9:28:49 AM,2016002,Other UK Airports,TIREE,688,806,-14.640199,668,743,-10.094213,20,63,-68.253968,2017-02-01
4/21/2017 9:28:49 AM,2016002,Other UK Airports,WICK JOHN O GROATS,1339,1772,-24.435666,1339,1712,-21.787383,0,60,Null,2017-02-01
5/19/2017 11:08:30 AM,2016003,Other UK Airports,ABERDEEN,243674,236318,3.112755,243658,236318,3.105984,16,0,Null,2017-03-01
5/19/2017 11:08:30 AM,2016003,Non UK Reporting Airports,ALDERNEY,3667,4377,-16.221156,3667,4377,-16.221156,0,0,Null,2017-03-01
5/19/2017 11:08:30 AM,2016003,Other UK Airports,BARRA,1215,1030,17.961165,1215,1030,17.961165,0,0,Null,2017-03-01
5/19/2017 11:08:30 AM,2016003,Other UK Airports,BELFAST CITY (GEORGE BEST),196402,209386,-6.200988,196402,209386,-6.200988,0,0,Null,2017-03-01
5/19/2017 11:08:30 AM,2016003,Other UK Airports,BELFAST INTERNATIONAL,447334,370884,20.612914,447334,370884,20.612914,0,0,Null,2017-03-01
5/19/2017 11:08:30 AM,2016003,Other UK Airports,BENBECULA,2574,2561,0.507614,2574,2561,0.507614,0,0,Null,2017-03-01
5/19/2017 11:08:30 AM,2016003,Other UK Airports,BIGGIN HILL,22,0,Null,22,0,Null,0,0,Null,2017-03-01
5/19/2017 11:08:30 AM,2016003,Other UK Airports,BIRMINGHAM,904814,831174,8.859757,903946,830441,8.851321,868,733,18.417462,2017-03-01
5/19/2017 11:08:30 AM,2016003,Other UK Airports,BLACKPOOL,1792,2781,-35.562747,1792,2781,-35.562747,0,0,Null,2017-03-01
5/19/2017 11:08:30 AM,2016003,Other UK Airports,BOURNEMOUTH,41611,37191,11.884596,41611,37191,11.884596,0,0,Null,2017-03-01
5/19/2017 11:08:30 AM,2016003,Other UK Airports,BRISTOL,572949,511908,11.924213,572344,511153,11.971171,605,755,-19.867550,2017-03-01
5/19/2017 11:08:30 AM,2016003,Other UK Airports,CAMPBELTOWN,586,739,-20.703654,564,739,-23.680650,22,0,Null,2017-03-01
5/19/2017 11:08:30 AM,2016003,Other UK Airports,CARDIFF WALES,86897,79085,9.877979,86897,78229,11.080290,0,856,Null,2017-03-01
5/19/2017 11:08:30 AM,2016003,Other UK Airports,CITY OF DERRY (EGLINTON),19800,25590,-22.626026,19800,25590,-22.626026,0,0,Null,2017-03-01
5/19/2017 11:08:30 AM,2016003,Other UK Airports,DONCASTER SHEFFIELD,82701,76115,8.652697,82692,76115,8.640872,9,0,Null,2017-03-01
5/19/2017 11:08:30 AM,2016003,Other UK Airports,DUNDEE,1789,1623,10.227973,1789,1623,10.227973,0,0,Null,2017-03-01
5/19/2017 11:08:30 AM,2016003,Other UK Airports,DURHAM TEES VALLEY,10209,11957,-14.619052,10176,11933,-14.723875,33,24,37.500000,2017-03-01
5/19/2017 11:08:30 AM,2016003,Other UK Airports,EAST MIDLANDS INTERNATIONAL,277955,281902,-1.400132,277955,281902,-1.400132,0,0,Null,2017-03-01
5/19/2017 11:08:30 AM,2016003,Other UK Airports,EDINBURGH,963840,927127,3.959867,963840,927127,3.959867,0,0,Null,2017-03-01
5/19/2017 11:08:30 AM,2016003,Other UK Airports,EXETER,61476,54347,13.117559,61172,54347,12.558191,304,0,Null,2017-03-01
5/19/2017 11:08:30 AM,2016003,London Area Airports,GATWICK,3390836,3129350,8.355921,3390278,3128831,8.356060,558,519,7.514451,2017-03-01
5/19/2017 11:08:30 AM,2016003,Other UK Airports,GLASGOW,706047,660129,6.955913,705919,659487,7.040624,128,642,-80.062305,2017-03-01
5/19/2017 11:08:30 AM,2016003,Other UK Airports,GLOUCESTERSHIRE,184,868,-78.801843,184,868,-78.801843,0,0,Null,2017-03-01
5/19/2017 11:08:30 AM,2016003,Non UK Reporting Airports,GUERNSEY,60042,70707,-15.083372,57210,67255,-14.935693,2832,3452,-17.960603,2017-03-01
5/19/2017 11:08:30 AM,2016003,London Area Airports,HEATHROW,6157292,6102492,0.897994,6155823,6100214,0.911591,1469,2278,-35.513608,2017-03-01
5/19/2017 11:08:30 AM,2016003,Other UK Airports,HUMBERSIDE,15009,16125,-6.920930,15009,16095,-6.747437,0,30,Null,2017-03-01
5/19/2017 11:08:30 AM,2016003,Other UK Airports,INVERNESS,64564,52603,22.738247,64381,52501,22.628140,183,102,79.411765,2017-03-01
5/19/2017 11:08:30 AM,2016003,Other UK Airports,ISLAY,2583,2116,22.069943,2563,2094,22.397326,20,22,-9.090909,2017-03-01
5/19/2017 11:08:30 AM,2016003,Non UK Reporting Airports,ISLE OF MAN,65168,67031,-2.779311,65137,66985,-2.758827,31,46,-32.608696,2017-03-01
5/19/2017 11:08:30 AM,2016003,Other UK Airports,ISLES OF SCILLY (ST.MARYS),4506,5670,-20.529101,4506,5670,-20.529101,0,0,Null,2017-03-01
5/19/2017 11:08:30 AM,2016003,Non UK Reporting Airports,JERSEY,113762,119041,-4.434607,112186,117196,-4.274890,1576,1845,-14.579946,2017-03-01
5/19/2017 11:08:30 AM,2016003,Other UK Airports,KIRKWALL,13503,13040,3.550613,12549,12054,4.106521,954,986,-3.245436,2017-03-01
5/19/2017 11:08:30 AM,2016003,Other UK Airports,LANDS END (ST JUST),3355,4276,-21.538821,3302,4260,-22.488263,53,16,231.250000,2017-03-01
5/19/2017 11:08:30 AM,2016003,Other UK Airports,LEEDS BRADFORD,247694,221141,12.007271,247681,221067,12.038884,13,74,-82.432432,2017-03-01
5/19/2017 11:08:30 AM,2016003,Other UK Airports,LERWICK (TINGWALL),260,318,-18.238994,260,318,-18.238994,0,0,Null,2017-03-01
5/19/2017 11:08:30 AM,2016003,Other UK Airports,LIVERPOOL (JOHN LENNON),362180,377393,-4.031076,362137,377380,-4.039165,43,13,230.769231,2017-03-01
5/19/2017 11:08:30 AM,2016003,London Area Airports,LONDON CITY,403302,374989,7.550355,403302,374911,7.572731,0,78,Null,2017-03-01
5/19/2017 11:08:30 AM,2016003,London Area Airports,LUTON,1221776,1045137,16.901038,1221776,1044561,16.965500,0,576,Null,2017-03-01
5/19/2017 11:08:30 AM,2016003,Other UK Airports,LYDD,46,52,-11.538462,46,52,-11.538462,0,0,Null,2017-03-01
5/19/2017 11:08:30 AM,2016003,Other UK Airports,MANCHESTER,1920641,1747019,9.938186,1915496,1742469,9.929990,5145,4550,13.076923,2017-03-01
5/19/2017 11:08:30 AM,2016003,Other UK Airports,NEWCASTLE,331874,299249,10.902292,331614,298856,10.961132,260,393,-33.842239,2017-03-01
5/19/2017 11:08:30 AM,2016003,Other UK Airports,NEWQUAY,24405,18591,31.273197,24342,18564,31.124758,63,27,133.333333,2017-03-01
5/19/2017 11:08:30 AM,2016003,Other UK Airports,NORWICH,36672,33565,9.256666,36672,33565,9.256666,0,0,Null,2017-03-01
5/19/2017 11:08:30 AM,2016003,Other UK Airports,OXFORD (KIDLINGTON),0,8,Null,0,8,Null,0,0,Null,2017-03-01
5/19/2017 11:08:30 AM,2016003,Other UK Airports,PRESTWICK,33341,38984,-14.475169,33329,38601,-13.657677,12,383,-96.866841,2017-03-01
5/19/2017 11:08:30 AM,2016003,Other UK Airports,SCATSTA,15856,14525,9.163511,15856,14525,9.163511,0,0,Null,2017-03-01
5/19/2017 11:08:30 AM,2016003,Other UK Airports,SHOREHAM,0,57,Null,0,57,Null,0,0,Null,2017-03-01
5/19/2017 11:08:30 AM,2016003,Other UK Airports,SOUTHAMPTON,157499,146413,7.571732,157435,146413,7.528020,64,0,Null,2017-03-01
5/19/2017 11:08:30 AM,2016003,London Area Airports,SOUTHEND,66701,69170,-3.569467,66701,69088,-3.455014,0,82,Null,2017-03-01
5/19/2017 11:08:30 AM,2016003,London Area Airports,STANSTED,1882235,1892233,-0.528370,1881924,1892102,-0.537920,311,131,137.404580,2017-03-01
5/19/2017 11:08:30 AM,2016003,Other UK Airports,STORNOWAY,10458,10117,3.370564,10266,9931,3.373276,192,186,3.225806,2017-03-01
5/19/2017 11:08:30 AM,2016003,Other UK Airports,SUMBURGH,15899,17448,-8.877808,15899,17002,-6.487472,0,446,Null,2017-03-01
5/19/2017 11:08:30 AM,2016003,Other UK Airports,TIREE,899,822,9.367397,861,793,8.575032,38,29,31.034483,2017-03-01
5/19/2017 11:08:30 AM,2016003,Other UK Airports,WICK JOHN O GROATS,1653,1917,-13.771518,1653,1898,-12.908325,0,19,Null,2017-03-01
6/21/2017 2:53:06 PM,2016004,Other UK Airports,ABERDEEN,248554,234486,5.999505,248392,234486,5.930418,162,0,Null,2017-04-01
6/21/2017 2:53:06 PM,2016004,Non UK Reporting Airports,ALDERNEY,4629,4830,-4.161491,4629,4830,-4.161491,0,0,Null,2017-04-01
6/21/2017 2:53:06 PM,2016004,Other UK Airports,BARRA,1338,1167,14.652956,1338,1167,14.652956,0,0,Null,2017-04-01
6/21/2017 2:53:06 PM,2016004,Other UK Airports,BELFAST CITY (GEORGE BEST),217699,217080,0.285148,217699,217080,0.285148,0,0,Null,2017-04-01
6/21/2017 2:53:06 PM,2016004,Other UK Airports,BELFAST INTERNATIONAL,499007,395461,26.183619,499007,395461,26.183619,0,0,Null,2017-04-01
6/21/2017 2:53:06 PM,2016004,Other UK Airports,BENBECULA,2812,2418,16.294458,2788,2418,15.301902,24,0,Null,2017-04-01
6/21/2017 2:53:06 PM,2016004,Other UK Airports,BIGGIN HILL,9,104,-91.346154,9,104,-91.346154,0,0,Null,2017-04-01
6/21/2017 2:53:06 PM,2016004,Other UK Airports,BIRMINGHAM,1063571,873965,21.694919,1063293,873965,21.66311,278,0,Null,2017-04-01
6/21/2017 2:53:06 PM,2016004,Other UK Airports,BLACKPOOL,1504,2950,-49.016949,1504,2950,-49.016949,0,0,Null,2017-04-01
6/21/2017 2:53:06 PM,2016004,Other UK Airports,BOURNEMOUTH,63469,56224,12.885956,63469,56224,12.885956,0,0,Null,2017-04-01
6/21/2017 2:53:06 PM,2016004,Other UK Airports,BRISTOL,673997,600657,12.209963,673440,600071,12.22672,557,586,-4.948805,2017-04-01
6/21/2017 2:53:06 PM,2016004,Other UK Airports,CAMPBELTOWN,657,608,8.059211,657,604,8.774834,0,4,Null,2017-04-01
6/21/2017 2:53:06 PM,2016004,Other UK Airports,CARDIFF WALES,95780,80562,18.889799,95780,80350,19.203485,0,212,Null,2017-04-01
6/21/2017 2:53:06 PM,2016004,Other UK Airports,CITY OF DERRY (EGLINTON),10568,22407,-52.836167,10568,22407,-52.836167,0,0,Null,2017-04-01
6/21/2017 2:53:06 PM,2016004,Other UK Airports,DONCASTER SHEFFIELD,103062,93921,9.732648,103062,93921,9.732648,0,0,Null,2017-04-01
6/21/2017 2:53:06 PM,2016004,Other UK Airports,DUNDEE,1921,1733,10.84824,1921,1733,10.84824,0,0,Null,2017-04-01
6/21/2017 2:53:06 PM,2016004,Other UK Airports,DURHAM TEES VALLEY,10069,10845,-7.155371,9971,10845,-8.059013,98,0,Null,2017-04-01
6/21/2017 2:53:06 PM,2016004,Other UK Airports,EAST MIDLANDS INTERNATIONAL,404227,381198,6.041217,404227,380846,6.139227,0,352,Null,2017-04-01
6/21/2017 2:53:06 PM,2016004,Other UK Airports,EDINBURGH,1140823,1008329,13.139957,1140823,1008329,13.139957,0,0,Null,2017-04-01
6/21/2017 2:53:06 PM,2016004,Other UK Airports,EXETER,75665,61770,22.494739,75665,61770,22.494739,0,0,Null,2017-04-01
6/21/2017 2:53:06 PM,2016004,London Area Airports,GATWICK,3795636,3278300,15.780618,3795583,3278192,15.782816,53,108,-50.925926,2017-04-01
6/21/2017 2:53:06 PM,2016004,Other UK Airports,GLASGOW,785992,721349,8.961404,785719,721219,8.943192,273,130,110,2017-04-01
6/21/2017 2:53:06 PM,2016004,Other UK Airports,GLOUCESTERSHIRE,0,1036,Null,0,1036,Null,0,0,Null,2017-04-01
6/21/2017 2:53:06 PM,2016004,Non UK Reporting Airports,GUERNSEY,71125,72805,-2.307534,68498,70140,-2.341032,2627,2665,-1.425891,2017-04-01
6/21/2017 2:53:06 PM,2016004,London Area Airports,HEATHROW,6732994,6049356,11.301005,6731652,6046944,11.323207,1342,2412,-44.361526,2017-04-01
6/21/2017 2:53:06 PM,2016004,Other UK Airports,HUMBERSIDE,15310,15008,2.01226,15300,14995,2.034011,10,13,-23.076923,2017-04-01
6/21/2017 2:53:06 PM,2016004,Other UK Airports,INVERNESS,76965,60631,26.940014,76892,60631,26.819614,73,0,Null,2017-04-01
6/21/2017 2:53:06 PM,2016004,Other UK Airports,ISLAY,2695,2446,10.179886,2676,2411,10.99129,19,35,-45.714286,2017-04-01
6/21/2017 2:53:06 PM,2016004,Non UK Reporting Airports,ISLE OF MAN,63338,63879,-0.846914,63303,63817,-0.805428,35,62,-43.548387,2017-04-01
6/21/2017 2:53:06 PM,2016004,Other UK Airports,ISLES OF SCILLY (ST.MARYS),10755,9874,8.922423,10755,9874,8.922423,0,0,Null,2017-04-01
6/21/2017 2:53:06 PM,2016004,Non UK Reporting Airports,JERSEY,143292,129855,10.347696,141122,127776,10.444841,2170,2079,4.377104,2017-04-01
6/21/2017 2:53:06 PM,2016004,Other UK Airports,KIRKWALL,14042,12851,9.267761,12846,12003,7.023244,1196,848,41.037736,2017-04-01
6/21/2017 2:53:06 PM,2016004,Other UK Airports,LANDS END (ST JUST),7208,6809,5.859891,6951,6770,2.67356,257,39,558.974359,2017-04-01
6/21/2017 2:53:06 PM,2016004,Other UK Airports,LEEDS BRADFORD,331000,276967,19.508822,330975,276944,19.50972,25,23,8.695652,2017-04-01
6/21/2017 2:53:06 PM,2016004,Other UK Airports,LERWICK (TINGWALL),250,374,-33.15508,250,374,-33.15508,0,0,Null,2017-04-01
6/21/2017 2:53:06 PM,2016004,Other UK Airports,LIVERPOOL (JOHN LENNON),438601,409869,7.010045,438082,409869,6.883419,519,0,Null,2017-04-01
6/21/2017 2:53:06 PM,2016004,London Area Airports,LONDON CITY,359802,367421,-2.073643,359802,367421,-2.073643,0,0,Null,2017-04-01
6/21/2017 2:53:06 PM,2016004,London Area Airports,LUTON,1358471,1154395,17.678178,1358471,1154360,17.681746,0,35,Null,2017-04-01
6/21/2017 2:53:06 PM,2016004,Other UK Airports,LYDD,67,0,Null,67,0,Null,0,0,Null,2017-04-01
6/21/2017 2:53:06 PM,2016004,Other UK Airports,MANCHESTER,2247266,1922747,16.877884,2242804,1920187,16.801332,4462,2560,74.296875,2017-04-01
6/21/2017 2:53:06 PM,2016004,Other UK Airports,NEWCASTLE,404141,342573,17.972228,404024,342442,17.983191,117,131,-10.687023,2017-04-01
6/21/2017 2:53:06 PM,2016004,Other UK Airports,NEWQUAY,41795,30553,36.795077,41551,30422,36.582079,244,131,86.259542,2017-04-01
6/21/2017 2:53:06 PM,2016004,Other UK Airports,NORWICH,36838,36649,0.515703,36838,36649,0.515703,0,0,Null,2017-04-01
6/21/2017 2:53:06 PM,2016004,Other UK Airports,PRESTWICK,72435,67633,7.100084,72430,67623,7.108528,5,10,-50,2017-04-01
6/21/2017 2:53:06 PM,2016004,Other UK Airports,SCATSTA,13622,12047,13.073794,13622,12047,13.073794,0,0,Null,2017-04-01
6/21/2017 2:53:06 PM,2016004,Other UK Airports,SOUTHAMPTON,166198,145385,14.315782,166084,145382,14.239727,114,3,3700,2017-04-01
6/21/2017 2:53:06 PM,2016004,London Area Airports,SOUTHEND,87666,75873,15.543079,87666,75873,15.543079,0,0,Null,2017-04-01
6/21/2017 2:53:06 PM,2016004,London Area Airports,STANSTED,2187964,1961837,11.526289,2187508,1961837,11.503045,456,0,Null,2017-04-01
6/21/2017 2:53:06 PM,2016004,Other UK Airports,STORNOWAY,10590,9991,5.995396,10462,9850,6.213198,128,141,-9.219858,2017-04-01
6/21/2017 2:53:06 PM,2016004,Other UK Airports,SUMBURGH,17056,17921,-4.82674,17056,17906,-4.747012,0,15,Null,2017-04-01
6/21/2017 2:53:06 PM,2016004,Other UK Airports,TIREE,1070,971,10.195675,1050,927,13.268608,20,44,-54.545455,2017-04-01
6/21/2017 2:53:06 PM,2016004,Other UK Airports,WICK JOHN O GROATS,1334,1735,-23.112392,1324,1735,-23.688761,10,0,Null,2017-04-01
7/17/2017 11:03:26 AM,2016005,Other UK Airports,ABERDEEN,270283,247478,9.214961,270283,247478,9.214961,0,0,Null,2017-05-01
7/17/2017 11:03:26 AM,2016005,Non UK Reporting Airports,ALDERNEY,4903,4764,2.917716,4903,4764,2.917716,0,0,Null,2017-05-01
7/17/2017 11:03:26 AM,2016005,Other UK Airports,BARRA,1507,1277,18.010963,1507,1277,18.010963,0,0,Null,2017-05-01
7/17/2017 11:03:26 AM,2016005,Other UK Airports,BELFAST CITY (GEORGE BEST),221829,242996,-8.710843,221829,242996,-8.710843,0,0,Null,2017-05-01
7/17/2017 11:03:26 AM,2016005,Other UK Airports,BELFAST INTERNATIONAL,523527,440526,18.841340,523527,440526,18.841340,0,0,Null,2017-05-01
7/17/2017 11:03:26 AM,2016005,Other UK Airports,BENBECULA,2819,2771,1.732227,2819,2771,1.732227,0,0,Null,2017-05-01
7/17/2017 11:03:26 AM,2016005,Other UK Airports,BIGGIN HILL,60,69,-13.043478,60,69,-13.043478,0,0,Null,2017-05-01
7/17/2017 11:03:26 AM,2016005,Other UK Airports,BIRMINGHAM,1202880,1007564,19.384972,1202451,1006644,19.451464,429,920,-53.369565,2017-05-01
7/17/2017 11:03:26 AM,2016005,Other UK Airports,BLACKPOOL,1489,3215,-53.685848,1489,3215,-53.685848,0,0,Null,2017-05-01
7/17/2017 11:03:26 AM,2016005,Other UK Airports,BOURNEMOUTH,74263,71045,4.529524,74145,70994,4.438403,118,51,131.372549,2017-05-01
7/17/2017 11:03:26 AM,2016005,Other UK Airports,BRISTOL,776528,705820,10.017852,775882,705461,9.982267,646,359,79.944290,2017-05-01
7/17/2017 11:03:26 AM,2016005,Other UK Airports,CAMPBELTOWN,984,906,8.609272,984,906,8.609272,0,0,Null,2017-05-01
7/17/2017 11:03:26 AM,2016005,Other UK Airports,CARDIFF WALES,147369,134473,9.590029,147200,133981,9.866324,169,492,-65.650407,2017-05-01
7/17/2017 11:03:26 AM,2016005,Other UK Airports,CITY OF DERRY (EGLINTON),13852,23513,-41.087909,13852,23513,-41.087909,0,0,Null,2017-05-01
7/17/2017 11:03:26 AM,2016005,Other UK Airports,DONCASTER SHEFFIELD,126162,121303,4.005672,126162,121230,4.068300,0,73,Null,2017-05-01
7/17/2017 11:03:26 AM,2016005,Other UK Airports,DUNDEE,2201,2486,-11.464200,2201,2486,-11.464200,0,0,Null,2017-05-01
7/17/2017 11:03:26 AM,2016005,Other UK Airports,DURHAM TEES VALLEY,11005,11821,-6.902969,10922,11718,-6.792968,83,103,-19.417476,2017-05-01
7/17/2017 11:03:26 AM,2016005,Other UK Airports,EAST MIDLANDS INTERNATIONAL,502503,484572,3.700379,502503,484273,3.764406,0,299,Null,2017-05-01
7/17/2017 11:03:26 AM,2016005,Other UK Airports,EDINBURGH,1229704,1109212,10.862847,1229704,1108955,10.888539,0,257,Null,2017-05-01
7/17/2017 11:03:26 AM,2016005,Other UK Airports,EXETER,86731,80819,7.315112,86731,80819,7.315112,0,0,Null,2017-05-01
7/17/2017 11:03:26 AM,2016005,London Area Airports,GATWICK,4089293,3832146,6.710261,4089151,3832121,6.707252,142,25,468.000000,2017-05-01
7/17/2017 11:03:26 AM,2016005,Other UK Airports,GLASGOW,910843,828082,9.994300,910104,827885,9.931210,739,197,275.126904,2017-05-01
7/17/2017 11:03:26 AM,2016005,Other UK Airports,GLOUCESTERSHIRE,0,1081,Null,0,1081,Null,0,0,Null,2017-05-01
