rundate,last_period,reporting_airport_group_name,reporting_airport_name,total_pax_this_period,total_pax_last_period,total_pax_percent,terminal_pax_this_period,terminal_pax_last_period,terminal_pax_percent,transit_pax_this_period,transit_pax_last_period,transit_pax_percent,date
13-Mar-2015 14:19,201401,Other UK Airports             ,ABERDEEN                      ,249165,247286, 0.7598489 ,249165,247255, 0.7724819 ,0,31,Null,2015-01-01
13-Mar-2015 14:19,201401,Non UK Reporting Airports     ,ALDERNEY                      ,2906,3358,-13.46039 ,2906,3358,-13.46039 ,0,0,Null,2015-01-01
13-Mar-2015 14:19,201401,Other UK Airports             ,BARRA                         ,437,520,-15.96154 ,437,520,-15.96154 ,0,0,Null,2015-01-01
13-Mar-2015 14:19,201401,Other UK Airports             ,BELFAST CITY (GEORGE BEST)    ,167662,162358, 3.266855 ,167662,162358, 3.266855 ,0,0,Null,2015-01-01
13-Mar-2015 14:19,201401,Other UK Airports             ,BELFAST INTERNATIONAL         ,237948,251009,-5.203399 ,237819,251008,-5.254414 ,129,1, 12800 ,2015-01-01
13-Mar-2015 14:19,201401,Other UK Airports             ,BENBECULA                     ,2082,2120,-1.792453 ,2082,2120,-1.792453 ,0,0,Null,2015-01-01
13-Mar-2015 14:19,201401,Other UK Airports             ,BIGGIN HILL                   ,138,0,Null,138,0,Null,0,0,Null,2015-01-01
13-Mar-2015 14:19,201401,Other UK Airports             ,BIRMINGHAM                    ,611467,549246, 11.32844 ,611171,548823, 11.36031 ,296,423,-30.02364 ,2015-01-01
13-Mar-2015 14:19,201401,Other UK Airports             ,BLACKPOOL                     ,1787,7799,-77.08681 ,1787,7799,-77.08681 ,0,0,Null,2015-01-01
13-Mar-2015 14:19,201401,Other UK Airports             ,BOURNEMOUTH                   ,21419,21260, 0.7478833 ,20789,21260,-2.215428 ,630,0,Null,2015-01-01
13-Mar-2015 14:19,201401,Other UK Airports             ,BRISTOL                       ,360924,342989, 5.229031 ,360538,342489, 5.26995 ,386,500,-22.8 ,2015-01-01
13-Mar-2015 14:19,201401,Other UK Airports             ,CAMBRIDGE                     ,350,1758,-80.09101 ,350,1758,-80.09101 ,0,0,Null,2015-01-01
13-Mar-2015 14:19,201401,Other UK Airports             ,CAMPBELTOWN                   ,429,579,-25.90674 ,419,578,-27.50865 ,10,1, 900 ,2015-01-01
13-Mar-2015 14:19,201401,Other UK Airports             ,CARDIFF WALES                 ,42316,46336,-8.675759 ,42023,45203,-7.034931 ,293,1133,-74.13945 ,2015-01-01
13-Mar-2015 14:19,201401,Other UK Airports             ,CITY OF DERRY (EGLINTON)      ,20381,22336,-8.752687 ,20378,22336,-8.766117 ,3,0,Null,2015-01-01
13-Mar-2015 14:19,201401,Other UK Airports             ,COVENTRY                      ,0,0,Null,0,0,Null,0,0,Null,2015-01-01
13-Mar-2015 14:19,201401,Other UK Airports             ,DONCASTER SHEFFIELD           ,45034,34554, 30.32934 ,45034,34544, 30.36707 ,0,10,Null,2015-01-01
13-Mar-2015 14:19,201401,Other UK Airports             ,DUNDEE                        ,1240,1531,-19.00718 ,1240,1531,-19.00718 ,0,0,Null,2015-01-01
13-Mar-2015 14:19,201401,Other UK Airports             ,DURHAM TEES VALLEY            ,9894,10620,-6.836158 ,9878,10580,-6.63516 ,16,40,-60 ,2015-01-01
13-Mar-2015 14:19,201401,Other UK Airports             ,EAST MIDLANDS INTERNATIONAL   ,183335,162188, 13.03857 ,183043,162129, 12.8996 ,292,59, 394.9153 ,2015-01-01
13-Mar-2015 14:19,201401,Other UK Airports             ,EDINBURGH                     ,625306,586723, 6.576016 ,624836,586723, 6.49591 ,470,0,Null,2015-01-01
13-Mar-2015 14:19,201401,Other UK Airports             ,EXETER                        ,44294,33612, 31.78032 ,44178,33401, 32.2655 ,116,211,-45.0237 ,2015-01-01
13-Mar-2015 14:19,201401,London Area Airports          ,GATWICK                       ,2359570,2236661, 5.4952 ,2358459,2234922, 5.527575 ,1111,1739,-36.11271 ,2015-01-01
13-Mar-2015 14:19,201401,Other UK Airports             ,GLASGOW                       ,485824,435980, 11.43263 ,485546,435807, 11.41308 ,278,173, 60.69364 ,2015-01-01
13-Mar-2015 14:19,201401,Other UK Airports             ,GLOUCESTERSHIRE               ,733,829,-11.58022 ,733,829,-11.58022 ,0,0,Null,2015-01-01
13-Mar-2015 14:19,201401,Non UK Reporting Airports     ,GUERNSEY                      ,53392,53624,-0.4326421 ,51115,51571,-0.8842179 ,2277,2053, 10.91086 ,2015-01-01
13-Mar-2015 14:19,201401,London Area Airports          ,HEATHROW                      ,5456668,5387171, 1.290046 ,5454900,5383975, 1.317335 ,1768,3196,-44.68085 ,2015-01-01
13-Mar-2015 14:19,201401,Other UK Airports             ,HUMBERSIDE                    ,15770,16844,-6.376158 ,15767,16775,-6.008942 ,3,69,-95.65218 ,2015-01-01
13-Mar-2015 14:19,201401,Other UK Airports             ,INVERNESS                     ,43447,33954, 27.95841 ,43349,33853, 28.05069 ,98,101,-2.970297 ,2015-01-01
13-Mar-2015 14:19,201401,Other UK Airports             ,ISLAY                         ,1659,1518, 9.288538 ,1629,1502, 8.455393 ,30,16, 87.5 ,2015-01-01
13-Mar-2015 14:19,201401,Non UK Reporting Airports     ,ISLE OF MAN                   ,47013,49032,-4.117719 ,47013,48987,-4.029641 ,0,45,Null,2015-01-01
13-Mar-2015 14:19,201401,Other UK Airports             ,ISLES OF SCILLY (ST.MARYS)    ,2855,2811, 1.565279 ,2855,2811, 1.565279 ,0,0,Null,2015-01-01
13-Mar-2015 14:19,201401,Non UK Reporting Airports     ,JERSEY                        ,82321,79399, 3.680147 ,80930,78139, 3.57184 ,1391,1260, 10.39683 ,2015-01-01
13-Mar-2015 14:19,201401,Other UK Airports             ,KIRKWALL                      ,10236,10644,-3.833145 ,9564,10134,-5.62463 ,672,510, 31.76471 ,2015-01-01
13-Mar-2015 14:19,201401,Other UK Airports             ,LANDS END (ST JUST)           ,2229,0,Null,2187,0,Null,42,0,Null,2015-01-01
13-Mar-2015 14:19,201401,Other UK Airports             ,LEEDS BRADFORD                ,145040,131664, 10.15919 ,142891,131369, 8.770715 ,2149,295, 628.4745 ,2015-01-01
13-Mar-2015 14:19,201401,Other UK Airports             ,LERWICK (TINGWALL)            ,141,150,-6 ,141,150,-6 ,0,0,Null,2015-01-01
13-Mar-2015 14:19,201401,Other UK Airports             ,LIVERPOOL (JOHN LENNON)       ,250595,252241,-0.6525505 ,249764,252241,-0.9819974 ,831,0,Null,2015-01-01
13-Mar-2015 14:19,201401,London Area Airports          ,LONDON CITY                   ,297929,240500, 23.879 ,297929,240500, 23.879 ,0,0,Null,2015-01-01
13-Mar-2015 14:19,201401,London Area Airports          ,LUTON                         ,656324,589397, 11.35516 ,656256,589167, 11.38709 ,68,230,-70.43478 ,2015-01-01
13-Mar-2015 14:19,201401,Other UK Airports             ,LYDD                          ,9,2, 350 ,9,2, 350 ,0,0,Null,2015-01-01
13-Mar-2015 14:19,201401,Other UK Airports             ,MANCHESTER                    ,1318080,1227261, 7.400137 ,1312800,1223993, 7.255516 ,5280,3268, 61.56671 ,2015-01-01
13-Mar-2015 14:19,201401,Other UK Airports             ,MANSTON (KENT INT)            ,0,3136,Null,0,3136,Null,0,0,Null,2015-01-01
13-Mar-2015 14:19,201401,Other UK Airports             ,NEWCASTLE                     ,233423,229276, 1.808737 ,233047,228684, 1.907873 ,376,592,-36.48649 ,2015-01-01
13-Mar-2015 14:19,201401,Other UK Airports             ,NEWQUAY                       ,11587,7987, 45.07324 ,11587,7987, 45.07324 ,0,0,Null,2015-01-01
13-Mar-2015 14:19,201401,Other UK Airports             ,NORWICH                       ,26609,26317, 1.109549 ,26609,26317, 1.109549 ,0,0,Null,2015-01-01
13-Mar-2015 14:19,201401,Other UK Airports             ,PRESTWICK                     ,19773,46485,-57.4637 ,19773,46320,-57.31218 ,0,165,Null,2015-01-01
13-Mar-2015 14:19,201401,Other UK Airports             ,SCATSTA                       ,20684,15341, 34.82824 ,20684,15341, 34.82824 ,0,0,Null,2015-01-01
13-Mar-2015 14:19,201401,Other UK Airports             ,SHOREHAM                      ,68,29, 134.4828 ,68,29, 134.4828 ,0,0,Null,2015-01-01
13-Mar-2015 14:19,201401,Other UK Airports             ,SOUTHAMPTON                   ,110848,95793, 15.71618 ,110405,95793, 15.25372 ,443,0,Null,2015-01-01
13-Mar-2015 14:19,201401,London Area Airports          ,SOUTHEND                      ,55301,59904,-7.683961 ,55301,59904,-7.683961 ,0,0,Null,2015-01-01
13-Mar-2015 14:19,201401,London Area Airports          ,STANSTED                      ,1485962,1156468, 28.49141 ,1485451,1156366, 28.45855 ,511,102, 400.9804 ,2015-01-01
13-Mar-2015 14:19,201401,Other UK Airports             ,STORNOWAY                     ,8659,8758,-1.130395 ,8489,8583,-1.095188 ,170,175,-2.857143 ,2015-01-01
13-Mar-2015 14:19,201401,Other UK Airports             ,SUMBURGH                      ,15055,21494,-29.9572 ,14991,21494,-30.25496 ,64,0,Null,2015-01-01
13-Mar-2015 14:19,201401,Other UK Airports             ,TIREE                         ,495,552,-10.32609 ,484,523,-7.456979 ,11,29,-62.06897 ,2015-01-01
13-Mar-2015 14:19,201401,Other UK Airports             ,WICK JOHN O GROATS            ,2840,1866, 52.19721 ,2509,1866, 34.45874 ,331,0,Null,2015-01-01
23-Apr-2015 13:04,201402,Other UK Airports             ,ABERDEEN                      ,250294,251751,-0.5787464 ,250294,251680,-0.5506993 ,0,71,Null,2015-02-01
23-Apr-2015 13:04,201402,Non UK Reporting Airports     ,ALDERNEY                      ,3271,2953, 10.76871 ,3271,2953, 10.76871 ,0,0,Null,2015-02-01
23-Apr-2015 13:04,201402,Other UK Airports             ,BARRA                         ,530,530, 0 ,530,530, 0 ,0,0,Null,2015-02-01
23-Apr-2015 13:04,201402,Other UK Airports             ,BELFAST CITY (GEORGE BEST)    ,187658,171530, 9.402437 ,187658,171496, 9.424127 ,0,34,Null,2015-02-01
23-Apr-2015 13:04,201402,Other UK Airports             ,BELFAST INTERNATIONAL         ,273747,280023,-2.241245 ,273539,279863,-2.259677 ,208,160, 30 ,2015-02-01
23-Apr-2015 13:04,201402,Other UK Airports             ,BENBECULA                     ,2348,2218, 5.861136 ,2348,2218, 5.861136 ,0,0,Null,2015-02-01
23-Apr-2015 13:04,201402,Other UK Airports             ,BIGGIN HILL                   ,4,0,Null,4,0,Null,0,0,Null,2015-02-01
23-Apr-2015 13:04,201402,Other UK Airports             ,BIRMINGHAM                    ,629843,577306, 9.100373 ,629157,576444, 9.144513 ,686,862,-20.41763 ,2015-02-01
23-Apr-2015 13:04,201402,Other UK Airports             ,BLACKPOOL                     ,1949,8990,-78.32036 ,1949,8990,-78.32036 ,0,0,Null,2015-02-01
23-Apr-2015 13:04,201402,Other UK Airports             ,BOURNEMOUTH                   ,20748,23018,-9.861847 ,20522,23018,-10.84369 ,226,0,Null,2015-02-01
23-Apr-2015 13:04,201402,Other UK Airports             ,BRISTOL                       ,381531,368932, 3.414993 ,381071,368022, 3.545712 ,460,910,-49.45055 ,2015-02-01
23-Apr-2015 13:04,201402,Other UK Airports             ,CAMBRIDGE                     ,93,1769,-94.74279 ,93,1769,-94.74279 ,0,0,Null,2015-02-01
23-Apr-2015 13:04,201402,Other UK Airports             ,CAMPBELTOWN                   ,601,594, 1.178451 ,601,594, 1.178451 ,0,0,Null,2015-02-01
23-Apr-2015 13:04,201402,Other UK Airports             ,CARDIFF WALES                 ,44472,59629,-25.41884 ,44472,59557,-25.32868 ,0,72,Null,2015-02-01
23-Apr-2015 13:04,201402,Other UK Airports             ,CITY OF DERRY (EGLINTON)      ,22899,24283,-5.699461 ,22899,24283,-5.699461 ,0,0,Null,2015-02-01
23-Apr-2015 13:04,201402,Other UK Airports             ,COVENTRY                      ,0,0,Null,0,0,Null,0,0,Null,2015-02-01
23-Apr-2015 13:04,201402,Other UK Airports             ,DONCASTER SHEFFIELD           ,40675,31916, 27.44391 ,40675,31916, 27.44391 ,0,0,Null,2015-02-01
23-Apr-2015 13:04,201402,Other UK Airports             ,DUNDEE                        ,1448,1498,-3.337784 ,1448,1498,-3.337784 ,0,0,Null,2015-02-01
23-Apr-2015 13:04,201402,Other UK Airports             ,DURHAM TEES VALLEY            ,10108,10960,-7.773723 ,10108,10960,-7.773723 ,0,0,Null,2015-02-01
23-Apr-2015 13:04,201402,Other UK Airports             ,EAST MIDLANDS INTERNATIONAL   ,202460,179395, 12.8571 ,202149,179280, 12.75602 ,311,115, 170.4348 ,2015-02-01
23-Apr-2015 13:04,201402,Other UK Airports             ,EDINBURGH                     ,656799,607143, 8.178634 ,656731,607021, 8.189173 ,68,122,-44.26229 ,2015-02-01
23-Apr-2015 13:04,201402,Other UK Airports             ,EXETER                        ,46684,37872, 23.26785 ,46684,37657, 23.97164 ,0,215,Null,2015-02-01
23-Apr-2015 13:04,201402,London Area Airports          ,GATWICK                       ,2469609,2304446, 7.167146 ,2468890,2303288, 7.189809 ,719,1158,-37.91019 ,2015-02-01
23-Apr-2015 13:04,201402,Other UK Airports             ,GLASGOW                       ,511080,448837, 13.86762 ,510718,448272, 13.93038 ,362,565,-35.9292 ,2015-02-01
23-Apr-2015 13:04,201402,Other UK Airports             ,GLOUCESTERSHIRE               ,1012,1004, 0.7968128 ,1012,1004, 0.7968128 ,0,0,Null,2015-02-01
23-Apr-2015 13:04,201402,Non UK Reporting Airports     ,GUERNSEY                      ,57868,56573, 2.289078 ,55553,54049, 2.78266 ,2315,2524,-8.280507 ,2015-02-01
23-Apr-2015 13:04,201402,London Area Airports          ,HEATHROW                      ,4955098,4899815, 1.128267 ,4953326,4897862, 1.132412 ,1772,1953,-9.267793 ,2015-02-01
23-Apr-2015 13:04,201402,Other UK Airports             ,HUMBERSIDE                    ,16244,16639,-2.373941 ,16244,16544,-1.813346 ,0,95,Null,2015-02-01
23-Apr-2015 13:04,201402,Other UK Airports             ,INVERNESS                     ,48527,38973, 24.51441 ,48367,38894, 24.35594 ,160,79, 102.5316 ,2015-02-01
23-Apr-2015 13:04,201402,Other UK Airports             ,ISLAY                         ,1837,1720, 6.802326 ,1817,1708, 6.381733 ,20,12, 66.66666 ,2015-02-01
23-Apr-2015 13:04,201402,Non UK Reporting Airports     ,ISLE OF MAN                   ,52889,53056,-0.3147618 ,52889,52978,-0.1679943 ,0,78,Null,2015-02-01
23-Apr-2015 13:04,201402,Other UK Airports             ,ISLES OF SCILLY (ST.MARYS)    ,4038,2943, 37.20693 ,4038,2943, 37.20693 ,0,0,Null,2015-02-01
23-Apr-2015 13:04,201402,Non UK Reporting Airports     ,JERSEY                        ,90911,82323, 10.43208 ,89262,81121, 10.03563 ,1649,1202, 37.18802 ,2015-02-01
23-Apr-2015 13:04,201402,Other UK Airports             ,KIRKWALL                      ,10866,10881,-0.137855 ,10173,10229,-0.5474631 ,693,652, 6.288343 ,2015-02-01
23-Apr-2015 13:04,201402,Other UK Airports             ,LANDS END (ST JUST)           ,2824,0,Null,2796,0,Null,28,0,Null,2015-02-01
23-Apr-2015 13:04,201402,Other UK Airports             ,LEEDS BRADFORD                ,164683,142221, 15.79373 ,162159,141366, 14.70863 ,2524,855, 195.2047 ,2015-02-01
23-Apr-2015 13:04,201402,Other UK Airports             ,LERWICK (TINGWALL)            ,92,276,-66.66666 ,0,276,Null,92,0,Null,2015-02-01
23-Apr-2015 13:04,201402,Other UK Airports             ,LIVERPOOL (JOHN LENNON)       ,272021,263149, 3.371474 ,272021,262863, 3.483944 ,0,286,Null,2015-02-01
23-Apr-2015 13:04,201402,London Area Airports          ,LONDON CITY                   ,327047,245191, 33.38459 ,327047,245191, 33.38459 ,0,0,Null,2015-02-01
23-Apr-2015 13:04,201402,London Area Airports          ,LUTON                         ,686837,600027, 14.46768 ,686707,600027, 14.44602 ,130,0,Null,2015-02-01
23-Apr-2015 13:04,201402,Other UK Airports             ,LYDD                          ,36,13, 176.9231 ,36,13, 176.9231 ,0,0,Null,2015-02-01
23-Apr-2015 13:04,201402,Other UK Airports             ,MANCHESTER                    ,1351743,1227546, 10.1175 ,1348089,1223731, 10.1622 ,3654,3815,-4.220183 ,2015-02-01
23-Apr-2015 13:04,201402,Other UK Airports             ,MANSTON (KENT INT)            ,0,3727,Null,0,3727,Null,0,0,Null,2015-02-01
23-Apr-2015 13:04,201402,Other UK Airports             ,NEWCASTLE                     ,246821,243418, 1.398007 ,246615,242988, 1.492666 ,206,430,-52.09302 ,2015-02-01
23-Apr-2015 13:04,201402,Other UK Airports             ,NEWQUAY                       ,12591,16252,-22.52646 ,12591,16252,-22.52646 ,0,0,Null,2015-02-01
23-Apr-2015 13:04,201402,Other UK Airports             ,NORWICH                       ,26283,26059, 0.8595878 ,26283,26059, 0.8595878 ,0,0,Null,2015-02-01
23-Apr-2015 13:04,201402,Other UK Airports             ,OXFORD (KIDLINGTON)           ,122,3, 3966.667 ,122,3, 3966.667 ,0,0,Null,2015-02-01
23-Apr-2015 13:04,201402,Other UK Airports             ,PRESTWICK                     ,18393,46162,-60.15554 ,18393,46047,-60.05603 ,0,115,Null,2015-02-01
23-Apr-2015 13:04,201402,Other UK Airports             ,SCATSTA                       ,23807,23135, 2.90469 ,23807,23135, 2.90469 ,0,0,Null,2015-02-01
23-Apr-2015 13:04,201402,Other UK Airports             ,SHOREHAM                      ,32,28, 14.28571 ,32,28, 14.28571 ,0,0,Null,2015-02-01
23-Apr-2015 13:04,201402,Other UK Airports             ,SOUTHAMPTON                   ,129013,105849, 21.884 ,128207,105748, 21.23823 ,806,101, 698.0198 ,2015-02-01
23-Apr-2015 13:04,201402,London Area Airports          ,SOUTHEND                      ,63339,72786,-12.97914 ,63339,72786,-12.97914 ,0,0,Null,2015-02-01
23-Apr-2015 13:04,201402,London Area Airports          ,STANSTED                      ,1469692,1179344, 24.61945 ,1469273,1178945, 24.62609 ,419,399, 5.012531 ,2015-02-01
23-Apr-2015 13:04,201402,Other UK Airports             ,STORNOWAY                     ,9586,8890, 7.829021 ,9412,8742, 7.66415 ,174,148, 17.56757 ,2015-02-01
23-Apr-2015 13:04,201402,Other UK Airports             ,SUMBURGH                      ,16239,17599,-7.727712 ,16143,17313,-6.757927 ,96,286,-66.43356 ,2015-02-01
23-Apr-2015 13:04,201402,Other UK Airports             ,TIREE                         ,603,599, 0.6677796 ,579,582,-0.5154639 ,24,17, 41.17647 ,2015-02-01
23-Apr-2015 13:04,201402,Other UK Airports             ,WICK JOHN O GROATS            ,2626,1929, 36.13271 ,2291,1854, 23.57066 ,335,75, 346.6667 ,2015-02-01
19-May-2015 10:58,201403,Other UK Airports             ,ABERDEEN                      ,281553,286310,-1.661486 ,281553,286310,-1.661486 ,0,0,Null,2015-03-01
19-May-2015 10:58,201403,Non UK Reporting Airports     ,ALDERNEY                      ,4256,4209, 1.116655 ,4256,4209, 1.116655 ,0,0,Null,2015-03-01
19-May-2015 10:58,201403,Other UK Airports             ,BARRA                         ,594,538, 10.40892 ,594,538, 10.40892 ,0,0,Null,2015-03-01
19-May-2015 10:58,201403,Other UK Airports             ,BELFAST CITY (GEORGE BEST)    ,210413,195070, 7.865382 ,210413,195070, 7.865382 ,0,0,Null,2015-03-01
19-May-2015 10:58,201403,Other UK Airports             ,BELFAST INTERNATIONAL         ,331707,308464, 7.535077 ,331487,308440, 7.472118 ,220,24, 816.6667 ,2015-03-01
19-May-2015 10:58,201403,Other UK Airports             ,BENBECULA                     ,2629,2418, 8.72622 ,2629,2418, 8.72622 ,0,0,Null,2015-03-01
19-May-2015 10:58,201403,Other UK Airports             ,BIGGIN HILL                   ,264,144, 83.33334 ,264,144, 83.33334 ,0,0,Null,2015-03-01
19-May-2015 10:58,201403,Other UK Airports             ,BIRMINGHAM                    ,730870,654544, 11.66094 ,729748,654140, 11.55838 ,1122,404, 177.7228 ,2015-03-01
19-May-2015 10:58,201403,Other UK Airports             ,BLACKPOOL                     ,1994,11667,-82.90906 ,1994,11667,-82.90906 ,0,0,Null,2015-03-01
19-May-2015 10:58,201403,Other UK Airports             ,BOURNEMOUTH                   ,27186,28577,-4.867551 ,27012,28577,-5.476432 ,174,0,Null,2015-03-01
19-May-2015 10:58,201403,Other UK Airports             ,BRISTOL                       ,448061,427151, 4.895225 ,447614,426291, 5.001982 ,447,860,-48.02325 ,2015-03-01
19-May-2015 10:58,201403,Other UK Airports             ,CAMBRIDGE                     ,235,576,-59.20139 ,235,576,-59.20139 ,0,0,Null,2015-03-01
19-May-2015 10:58,201403,Other UK Airports             ,CAMPBELTOWN                   ,608,802,-24.18953 ,608,802,-24.18953 ,0,0,Null,2015-03-01
19-May-2015 10:58,201403,Other UK Airports             ,CARDIFF WALES                 ,60508,57064, 6.035329 ,60508,56985, 6.182329 ,0,79,Null,2015-03-01
19-May-2015 10:58,201403,Other UK Airports             ,CITY OF DERRY (EGLINTON)      ,24140,25500,-5.333333 ,24140,25500,-5.333333 ,0,0,Null,2015-03-01
19-May-2015 10:58,201403,Other UK Airports             ,COVENTRY                      ,0,0,Null,0,0,Null,0,0,Null,2015-03-01
19-May-2015 10:58,201403,Other UK Airports             ,DONCASTER SHEFFIELD           ,48677,37319, 30.4349 ,48677,37319, 30.4349 ,0,0,Null,2015-03-01
19-May-2015 10:58,201403,Other UK Airports             ,DUNDEE                        ,1386,1630,-14.96933 ,1386,1630,-14.96933 ,0,0,Null,2015-03-01
19-May-2015 10:58,201403,Other UK Airports             ,DURHAM TEES VALLEY            ,11996,11940, 0.4690117 ,11979,11940, 0.3266332 ,17,0,Null,2015-03-01
19-May-2015 10:58,201403,Other UK Airports             ,EAST MIDLANDS INTERNATIONAL   ,258473,222223, 16.31244 ,257968,221613, 16.40472 ,505,610,-17.21312 ,2015-03-01
19-May-2015 10:58,201403,Other UK Airports             ,EDINBURGH                     ,790242,732887, 7.8259 ,790235,732887, 7.824944 ,7,0,Null,2015-03-01
19-May-2015 10:58,201403,Other UK Airports             ,EXETER                        ,55107,46788, 17.7802 ,55107,46670, 18.078 ,0,118,Null,2015-03-01
19-May-2015 10:58,201403,London Area Airports          ,GATWICK                       ,2958178,2706985, 9.279438 ,2956922,2706876, 9.237438 ,1256,109, 1052.294 ,2015-03-01
19-May-2015 10:58,201403,Other UK Airports             ,GLASGOW                       ,606565,531993, 14.01748 ,605971,531757, 13.95638 ,594,236, 151.6949 ,2015-03-01
19-May-2015 10:58,201403,Other UK Airports             ,GLOUCESTERSHIRE               ,1156,1178,-1.867572 ,1156,1178,-1.867572 ,0,0,Null,2015-03-01
19-May-2015 10:58,201403,Non UK Reporting Airports     ,GUERNSEY                      ,70293,68212, 3.050783 ,67427,65340, 3.194062 ,2866,2872,-0.2089137 ,2015-03-01
19-May-2015 10:58,201403,London Area Airports          ,HEATHROW                      ,5951061,5755911, 3.390428 ,5949719,5753526, 3.409961 ,1342,2385,-43.73166 ,2015-03-01
19-May-2015 10:58,201403,Other UK Airports             ,HUMBERSIDE                    ,17579,17777,-1.113799 ,17572,17559, 7.403611E-02 ,7,218,-96.78899 ,2015-03-01
19-May-2015 10:58,201403,Other UK Airports             ,INVERNESS                     ,55995,43811, 27.81037 ,55828,43710, 27.72363 ,167,101, 65.34653 ,2015-03-01
19-May-2015 10:58,201403,Other UK Airports             ,ISLAY                         ,2210,2104, 5.038023 ,2194,2084, 5.278311 ,16,20,-20 ,2015-03-01
19-May-2015 10:58,201403,Non UK Reporting Airports     ,ISLE OF MAN                   ,61908,59468, 4.103047 ,61901,59392, 4.224475 ,7,76,-90.78947 ,2015-03-01
19-May-2015 10:58,201403,Other UK Airports             ,ISLES OF SCILLY (ST.MARYS)    ,5189,4275, 21.38012 ,5189,4275, 21.38012 ,0,0,Null,2015-03-01
19-May-2015 10:58,201403,Non UK Reporting Airports     ,JERSEY                        ,112421,101460, 10.80327 ,110606,100034, 10.56841 ,1815,1426, 27.2791 ,2015-03-01
19-May-2015 10:58,201403,Other UK Airports             ,KIRKWALL                      ,12818,12854,-0.2800685 ,11992,12038,-0.3821233 ,826,816, 1.22549 ,2015-03-01
19-May-2015 10:58,201403,Other UK Airports             ,LANDS END (ST JUST)           ,3917,1340, 192.3134 ,3863,1340, 188.2836 ,54,0,Null,2015-03-01
19-May-2015 10:58,201403,Other UK Airports             ,LEEDS BRADFORD                ,205718,171689, 19.82014 ,203245,171064, 18.81226 ,2473,625, 295.68 ,2015-03-01
19-May-2015 10:58,201403,Other UK Airports             ,LERWICK (TINGWALL)            ,289,238, 21.42857 ,289,238, 21.42857 ,0,0,Null,2015-03-01
19-May-2015 10:58,201403,Other UK Airports             ,LIVERPOOL (JOHN LENNON)       ,320751,297917, 7.664551 ,320569,297741, 7.667067 ,182,176, 3.409091 ,2015-03-01
19-May-2015 10:58,201403,London Area Airports          ,LONDON CITY                   ,378776,281774, 34.42546 ,378776,281774, 34.42546 ,0,0,Null,2015-03-01
19-May-2015 10:58,201403,London Area Airports          ,LUTON                         ,839319,707420, 18.64508 ,839316,707420, 18.64465 ,3,0,Null,2015-03-01
19-May-2015 10:58,201403,Other UK Airports             ,LYDD                          ,0,25,Null,0,25,Null,0,0,Null,2015-03-01
19-May-2015 10:58,201403,Other UK Airports             ,MANCHESTER                    ,1574561,1435846, 9.660855 ,1570488,1432951, 9.598165 ,4073,2895, 40.69085 ,2015-03-01
19-May-2015 10:58,201403,Other UK Airports             ,MANSTON (KENT INT)            ,0,4250,Null,0,4250,Null,0,0,Null,2015-03-01
19-May-2015 10:58,201403,Other UK Airports             ,NEWCASTLE                     ,300766,283436, 6.114255 ,300475,282955, 6.191797 ,291,481,-39.50104 ,2015-03-01
19-May-2015 10:58,201403,Other UK Airports             ,NEWQUAY                       ,16284,17453,-6.697989 ,16210,17338,-6.505941 ,74,115,-35.65217 ,2015-03-01
19-May-2015 10:58,201403,Other UK Airports             ,NORWICH                       ,29511,30301,-2.607175 ,29511,30301,-2.607175 ,0,0,Null,2015-03-01
19-May-2015 10:58,201403,Other UK Airports             ,OXFORD (KIDLINGTON)           ,0,5,Null,0,5,Null,0,0,Null,2015-03-01
19-May-2015 10:58,201403,Other UK Airports             ,PRESTWICK                     ,24236,52024,-53.41381 ,24236,51816,-53.2268 ,0,208,Null,2015-03-01
19-May-2015 10:58,201403,Other UK Airports             ,SCATSTA                       ,23972,25699,-6.720106 ,23972,25699,-6.720106 ,0,0,Null,2015-03-01
19-May-2015 10:58,201403,Other UK Airports             ,SHOREHAM                      ,29,39,-25.64103 ,29,39,-25.64103 ,0,0,Null,2015-03-01
19-May-2015 10:58,201403,Other UK Airports             ,SOUTHAMPTON                   ,148915,129100, 15.34857 ,147198,129085, 14.03184 ,1717,15, 11346.67 ,2015-03-01
19-May-2015 10:58,201403,London Area Airports          ,SOUTHEND                      ,74571,84911,-12.17746 ,74571,84911,-12.17746 ,0,0,Null,2015-03-01
19-May-2015 10:58,201403,London Area Airports          ,STANSTED                      ,1666162,1343092, 24.0542 ,1665751,1343016, 24.03061 ,411,76, 440.7895 ,2015-03-01
19-May-2015 10:58,201403,Other UK Airports             ,STORNOWAY                     ,10614,10704,-0.8408072 ,10397,10525,-1.216152 ,217,179, 21.22905 ,2015-03-01
19-May-2015 10:58,201403,Other UK Airports             ,SUMBURGH                      ,20913,19657, 6.389581 ,20776,19485, 6.625609 ,137,172,-20.34884 ,2015-03-01
19-May-2015 10:58,201403,Other UK Airports             ,TIREE                         ,640,664,-3.614458 ,625,632,-1.107595 ,15,32,-53.125 ,2015-03-01
19-May-2015 10:58,201403,Other UK Airports             ,WICK JOHN O GROATS            ,2114,1807, 16.98948 ,2054,1807, 13.66906 ,60,0,Null,2015-03-01
11-Jun-2015 09:20,201404,Other UK Airports             ,ABERDEEN                      ,298203,307024,-2.873065 ,298196,307024,-2.875345 ,7,0,Null,2015-04-01
